rank,name,noc,starting_number,tss,tes,tpcs,deductions,base_value,competition,element,element_no,extra_points,factor,final_score,goe,info,is_element,program_component,year,J1,J2,J3,J4,J5,J6,J7,J8,J9,is_short_program,category,event_type
23,Carrillo Donovan,MEX,5,75.56,39.71,36.85,-1.0,,owg2026,,,,1.67,7.32,,,0,Composition,2526,6.25,6.75,7.5,7.25,7.0,7.75,7.75,8.0,7.25,1,men,individual
23,Carrillo Donovan,MEX,5,75.56,39.71,36.85,-1.0,,owg2026,,,,1.67,7.61,,,0,Presentation,2526,6.75,7.0,7.5,8.0,7.25,7.75,8.25,8.0,7.75,1,men,individual
23,Carrillo Donovan,MEX,5,75.56,39.71,36.85,-1.0,,owg2026,,,,1.67,7.14,,,0,Skating Skills,2526,6.25,6.75,7.25,7.75,6.5,7.25,7.25,7.75,7.25,1,men,individual
24,Li Yu-Hsiang,TPE,6,72.41,39.84,32.57,0.0,5.3,owg2026,3F,1.0,0.0,,6.21,0.91,,1,,2526,2.0,-1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,men,individual
24,Li Yu-Hsiang,TPE,6,72.41,39.84,32.57,0.0,8.0,owg2026,3Aq,2.0,0.0,,6.29,-1.71,q,1,,2526,-3.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-2.0,-2.0,1,men,individual
24,Li Yu-Hsiang,TPE,6,72.41,39.84,32.57,0.0,3.2,owg2026,CCSp4,3.0,0.0,,3.11,-0.09,,1,,2526,1.0,-2.0,0.0,0.0,-1.0,0.0,1.0,0.0,-2.0,1,men,individual
24,Li Yu-Hsiang,TPE,6,72.41,39.84,32.57,0.0,3.0,owg2026,FSSp4,4.0,0.0,,3.39,0.39,,1,,2526,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1,men,individual
24,Li Yu-Hsiang,TPE,6,72.41,39.84,32.57,0.0,11.11,owg2026,3Lz+3T,5.0,1.0,,12.29,1.18,,1,,2526,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,men,individual
24,Li Yu-Hsiang,TPE,6,72.41,39.84,32.57,0.0,3.9,owg2026,StSq4,6.0,0.0,,4.35,0.45,,1,,2526,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,men,individual
24,Li Yu-Hsiang,TPE,6,72.41,39.84,32.57,0.0,3.5,owg2026,CCoSp4,7.0,0.0,,4.2,0.7,,1,,2526,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1,men,individual
24,Li Yu-Hsiang,TPE,6,72.41,39.84,32.57,0.0,,owg2026,,,,1.67,6.36,,,0,Composition,2526,6.25,6.25,6.0,5.5,6.25,6.5,6.25,7.0,7.0,1,men,individual
24,Li Yu-Hsiang,TPE,6,72.41,39.84,32.57,0.0,,owg2026,,,,1.67,6.64,,,0,Presentation,2526,6.5,6.0,6.5,6.5,6.5,6.75,6.75,7.0,7.0,1,men,individual
24,Li Yu-Hsiang,TPE,6,72.41,39.84,32.57,0.0,,owg2026,,,,1.67,6.5,,,0,Skating Skills,2526,6.5,6.25,6.25,6.75,6.75,6.25,6.25,6.75,7.0,1,men,individual
25,Guarino Sabate Tomas,ESP,4,69.8,34.25,35.55,0.0,8.0,owg2026,3Aq,1.0,0.0,,4.0,-4.0,q,1,,2526,-5.0,-5.0,-5.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,1,men,individual
25,Guarino Sabate Tomas,ESP,4,69.8,34.25,35.55,0.0,5.3,owg2026,3F!,2.0,0.0,,5.45,0.15,!,1,,2526,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1,men,individual
25,Guarino Sabate Tomas,ESP,4,69.8,34.25,35.55,0.0,3.5,owg2026,CCoSp4,3.0,0.0,,4.1,0.6,,1,,2526,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1,men,individual
25,Guarino Sabate Tomas,ESP,4,69.8,34.25,35.55,0.0,11.11,owg2026,3Lz+3Tq,4.0,1.0,,10.1,-1.01,q,1,,2526,-2.0,-2.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-1.0,1,men,individual
25,Guarino Sabate Tomas,ESP,4,69.8,34.25,35.55,0.0,3.2,owg2026,CCSp4,5.0,0.0,,3.34,0.14,,1,,2526,-1.0,-1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,men,individual
25,Guarino Sabate Tomas,ESP,4,69.8,34.25,35.55,0.0,3.3,owg2026,StSq3,6.0,0.0,,3.96,0.66,,1,,2526,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1,men,individual
25,Guarino Sabate Tomas,ESP,4,69.8,34.25,35.55,0.0,3.0,owg2026,FSSp4,7.0,0.0,,3.3,0.3,,1,,2526,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,men,individual
25,Guarino Sabate Tomas,ESP,4,69.8,34.25,35.55,0.0,,owg2026,,,,1.67,7.11,,,0,Composition,2526,6.5,6.75,7.0,7.5,7.75,7.0,7.25,7.25,7.0,1,men,individual
25,Guarino Sabate Tomas,ESP,4,69.8,34.25,35.55,0.0,,owg2026,,,,1.67,7.36,,,0,Presentation,2526,6.75,7.25,7.25,8.0,8.0,7.25,7.0,7.5,7.25,1,men,individual
25,Guarino Sabate Tomas,ESP,4,69.8,34.25,35.55,0.0,,owg2026,,,,1.67,6.82,,,0,Skating Skills,2526,6.5,6.5,6.5,7.5,7.5,6.5,6.75,7.25,6.75,1,men,individual
26,Kim Hyungyeom,KOR,9,69.3,37.92,32.38,-1.0,9.5,owg2026,4T,1.0,0.0,,9.36,-0.14,,1,,2526,0.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,1,men,individual
26,Kim Hyungyeom,KOR,9,69.3,37.92,32.38,-1.0,3.2,owg2026,FCSp4,3.0,0.0,,3.38,0.18,,1,,2526,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1,men,individual
26,Kim Hyungyeom,KOR,9,69.3,37.92,32.38,-1.0,11.11,owg2026,3Lz+3T,4.0,1.0,,12.04,0.93,,1,,2526,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1,men,individual
26,Kim Hyungyeom,KOR,9,69.3,37.92,32.38,-1.0,3.3,owg2026,StSq3,5.0,0.0,,3.58,0.28,,1,,2526,0.0,-1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1,men,individual
26,Kim Hyungyeom,KOR,9,69.3,37.92,32.38,-1.0,3.5,owg2026,CCoSp4,6.0,0.0,,4.0,0.5,,1,,2526,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,men,individual
26,Kim Hyungyeom,KOR,9,69.3,37.92,32.38,-1.0,3.0,owg2026,CSSp4,7.0,0.0,,2.36,-0.64,,1,,2526,-3.0,-2.0,-1.0,-3.0,-2.0,-4.0,-2.0,2.0,-2.0,1,men,individual
26,Kim Hyungyeom,KOR,9,69.3,37.92,32.38,-1.0,,owg2026,,,,1.67,6.39,,,0,Composition,2526,6.0,6.5,6.5,5.5,6.0,6.0,6.75,7.25,7.0,1,men,individual
26,Kim Hyungyeom,KOR,9,69.3,37.92,32.38,-1.0,,owg2026,,,,1.67,6.39,,,0,Presentation,2526,6.25,6.25,6.25,6.0,5.75,6.5,6.75,7.25,6.75,1,men,individual
26,Kim Hyungyeom,KOR,9,69.3,37.92,32.38,-1.0,,owg2026,,,,1.67,6.61,,,0,Skating Skills,2526,6.5,6.5,6.5,6.75,6.75,6.0,6.25,7.0,7.0,1,men,individual
27,Nordeback Andreas,SWE,3,67.15,31.45,35.7,0.0,8.0,owg2026,3A,1.0,0.0,,9.49,1.49,,1,,2526,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,men,individual
27,Nordeback Andreas,SWE,3,67.15,31.45,35.7,0.0,5.3,owg2026,3F!,2.0,0.0,,5.38,0.08,!,1,,2526,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,1,men,individual
27,Nordeback Andreas,SWE,3,67.15,31.45,35.7,0.0,3.2,owg2026,FCSp4,3.0,0.0,,3.84,0.64,,1,,2526,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1,men,individual
27,Nordeback Andreas,SWE,3,67.15,31.45,35.7,0.0,1.43,owg2026,1Lz*+2T,4.0,1.0,,0.78,-0.65,*,1,,2526,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,1,men,individual
27,Nordeback Andreas,SWE,3,67.15,31.45,35.7,0.0,3.0,owg2026,CSSp4,5.0,0.0,,3.64,0.64,,1,,2526,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1,men,individual
27,Nordeback Andreas,SWE,3,67.15,31.45,35.7,0.0,3.3,owg2026,StSq3,6.0,0.0,,3.87,0.57,,1,,2526,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1,men,individual
27,Nordeback Andreas,SWE,3,67.15,31.45,35.7,0.0,3.5,owg2026,CCoSp4,7.0,0.0,,4.45,0.95,,1,,2526,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1,men,individual
27,Nordeback Andreas,SWE,3,67.15,31.45,35.7,0.0,,owg2026,,,,1.67,7.21,,,0,Composition,2526,6.75,7.25,7.25,6.75,7.0,7.5,8.25,7.25,7.5,1,men,individual
27,Nordeback Andreas,SWE,3,67.15,31.45,35.7,0.0,,owg2026,,,,1.67,6.96,,,0,Presentation,2526,6.75,7.0,6.75,6.25,7.0,7.0,7.75,7.0,7.25,1,men,individual
27,Nordeback Andreas,SWE,3,67.15,31.45,35.7,0.0,,owg2026,,,,1.67,7.21,,,0,Skating Skills,2526,6.5,7.5,7.0,7.25,7.25,7.25,8.0,7.0,7.25,1,men,individual
28,Kuliss Fedirs,LAT,10,66.86,35.83,32.03,-1.0,9.5,owg2026,3F+3T,2.0,0.0,,9.58,0.08,,1,,2526,1.0,-1.0,0.0,0.0,2.0,1.0,-1.0,-1.0,1.0,1,men,individual
28,Kuliss Fedirs,LAT,10,66.86,35.83,32.03,-1.0,3.2,owg2026,CCSp4,3.0,0.0,,3.43,0.23,,1,,2526,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,men,individual
28,Kuliss Fedirs,LAT,10,66.86,35.83,32.03,-1.0,8.8,owg2026,3A,4.0,1.0,,10.4,1.6,,1,,2526,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1,men,individual
28,Kuliss Fedirs,LAT,10,66.86,35.83,32.03,-1.0,2.6,owg2026,FSSp3,5.0,0.0,,2.75,0.15,,1,,2526,0.0,2.0,0.0,0.0,2.0,-1.0,1.0,0.0,1.0,1,men,individual
28,Kuliss Fedirs,LAT,10,66.86,35.83,32.03,-1.0,2.6,owg2026,StSq2,6.0,0.0,,2.67,0.07,,1,,2526,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,1,men,individual
28,Kuliss Fedirs,LAT,10,66.86,35.83,32.03,-1.0,3.0,owg2026,CCoSp3,7.0,0.0,,2.4,-0.6,,1,,2526,-2.0,-2.0,-2.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,1,men,individual
28,Kuliss Fedirs,LAT,10,66.86,35.83,32.03,-1.0,,owg2026,,,,1.67,6.36,,,0,Composition,2526,6.5,6.0,5.5,6.0,6.75,6.75,6.25,6.25,7.0,1,men,individual
28,Kuliss Fedirs,LAT,10,66.86,35.83,32.03,-1.0,,owg2026,,,,1.67,6.36,,,0,Presentation,2526,6.5,5.75,5.75,5.75,7.25,6.75,6.5,6.0,7.25,1,men,individual
28,Kuliss Fedirs,LAT,10,66.86,35.83,32.03,-1.0,,owg2026,,,,1.67,6.46,,,0,Skating Skills,2526,6.75,5.75,6.25,6.25,7.25,6.5,6.5,6.0,7.0,1,men,individual
29,Litvintsev Vladimir,AZE,13,63.63,31.13,32.5,0.0,9.5,owg2026,4T,1.0,0.0,,8.69,-0.81,,1,,2526,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,men,individual
29,Litvintsev Vladimir,AZE,13,63.63,31.13,32.5,0.0,8.0,owg2026,3A,2.0,0.0,,8.57,0.57,,1,,2526,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,men,individual
29,Litvintsev Vladimir,AZE,13,63.63,31.13,32.5,0.0,3.2,owg2026,FCSp4,3.0,0.0,,3.75,0.55,,1,,2526,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1,men,individual
29,Litvintsev Vladimir,AZE,13,63.63,31.13,32.5,0.0,5.83,owg2026,3F+1T*,4.0,1.0,,3.18,-2.65,*,1,,2526,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,1,men,individual
29,Litvintsev Vladimir,AZE,13,63.63,31.13,32.5,0.0,2.3,owg2026,CSSp2,5.0,0.0,,1.97,-0.33,,1,,2526,0.0,-1.0,-1.0,-1.0,-2.0,-3.0,-2.0,-1.0,-2.0,1,men,individual
29,Litvintsev Vladimir,AZE,13,63.63,31.13,32.5,0.0,2.6,owg2026,StSq2,6.0,0.0,,2.75,0.15,,1,,2526,1.0,1.0,1.0,-1.0,2.0,-1.0,0.0,0.0,2.0,1,men,individual
29,Litvintsev Vladimir,AZE,13,63.63,31.13,32.5,0.0,2.25,owg2026,CCoSp3V,7.0,0.0,,2.22,-0.03,,1,,2526,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0,1,men,individual
29,Litvintsev Vladimir,AZE,13,63.63,31.13,32.5,0.0,,owg2026,,,,1.67,6.46,,,0,Composition,2526,6.25,7.0,6.5,5.25,6.0,6.5,6.25,6.75,7.25,1,men,individual
29,Litvintsev Vladimir,AZE,13,63.63,31.13,32.5,0.0,,owg2026,,,,1.67,6.18,,,0,Presentation,2526,6.25,6.75,6.25,5.25,5.75,6.0,6.25,6.0,7.0,1,men,individual
29,Litvintsev Vladimir,AZE,13,63.63,31.13,32.5,0.0,,owg2026,,,,1.67,6.82,,,0,Skating Skills,2526,6.5,6.75,6.75,6.75,7.25,7.0,6.75,6.25,7.25,1,men,individual
1,Nakai Ami,JPN,18,78.71,45.02,33.69,0.0,8.0,owg2026,3A,1.0,0.0,,9.71,1.71,,1,,2526,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1,women,individual
1,Nakai Ami,JPN,18,78.71,45.02,33.69,0.0,10.1,owg2026,3Lz+3T,2.0,0.0,,11.36,1.26,,1,,2526,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,women,individual
1,Nakai Ami,JPN,18,78.71,45.02,33.69,0.0,3.0,owg2026,FSSp4,3.0,0.0,,3.81,0.81,,1,,2526,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1,women,individual
1,Nakai Ami,JPN,18,78.71,45.02,33.69,0.0,5.39,owg2026,3Lo,4.0,1.0,,6.65,1.26,,1,,2526,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1,women,individual
1,Nakai Ami,JPN,18,78.71,45.02,33.69,0.0,2.7,owg2026,LSp4,5.0,0.0,,3.51,0.81,,1,,2526,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,women,individual
1,Nakai Ami,JPN,18,78.71,45.02,33.69,0.0,3.9,owg2026,StSq4,6.0,0.0,,5.13,1.23,,1,,2526,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,1,women,individual
1,Nakai Ami,JPN,18,78.71,45.02,33.69,0.0,3.5,owg2026,CCoSp4,7.0,0.0,,4.85,1.35,,1,,2526,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,1,women,individual
1,Nakai Ami,JPN,18,78.71,45.02,33.69,0.0,,owg2026,,,,1.33,8.25,,,0,Composition,2526,8.0,8.75,8.5,8.5,8.0,7.75,8.75,8.25,7.75,1,women,individual
1,Nakai Ami,JPN,18,78.71,45.02,33.69,0.0,,owg2026,,,,1.33,8.54,,,0,Presentation,2526,8.25,9.0,8.75,8.75,8.75,8.25,8.5,8.5,8.25,1,women,individual
1,Nakai Ami,JPN,18,78.71,45.02,33.69,0.0,,owg2026,,,,1.33,8.54,,,0,Skating Skills,2526,8.5,9.0,8.5,8.5,8.5,8.5,8.75,8.5,8.25,1,women,individual
2,Sakamoto Kaori,JPN,27,77.23,40.08,37.15,0.0,5.9,owg2026,3Lz!,1.0,0.0,,6.24,0.34,!,1,,2526,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,women,individual
2,Sakamoto Kaori,JPN,27,77.23,40.08,37.15,0.0,3.2,owg2026,FCSp4,2.0,0.0,,4.3,1.1,,1,,2526,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1,women,individual
2,Sakamoto Kaori,JPN,27,77.23,40.08,37.15,0.0,3.3,owg2026,2A,3.0,0.0,,4.86,1.56,,1,,2526,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,1,women,individual
2,Sakamoto Kaori,JPN,27,77.23,40.08,37.15,0.0,10.45,owg2026,3F+3Tq,4.0,1.0,,10.68,0.23,q,1,,2526,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,women,individual
2,Sakamoto Kaori,JPN,27,77.23,40.08,37.15,0.0,3.5,owg2026,CCoSp4,5.0,0.0,,4.65,1.15,,1,,2526,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,1,women,individual
2,Sakamoto Kaori,JPN,27,77.23,40.08,37.15,0.0,3.9,owg2026,StSq4,6.0,0.0,,5.57,1.67,,1,,2526,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,1,women,individual
2,Sakamoto Kaori,JPN,27,77.23,40.08,37.15,0.0,2.7,owg2026,LSp4,7.0,0.0,,3.78,1.08,,1,,2526,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,1,women,individual
2,Sakamoto Kaori,JPN,27,77.23,40.08,37.15,0.0,,owg2026,,,,1.33,9.25,,,0,Composition,2526,9.0,9.5,9.0,9.0,9.5,9.5,9.25,9.25,9.25,1,women,individual
2,Sakamoto Kaori,JPN,27,77.23,40.08,37.15,0.0,,owg2026,,,,1.33,9.29,,,0,Presentation,2526,9.25,9.5,9.0,8.75,9.0,9.5,9.5,9.25,9.5,1,women,individual
2,Sakamoto Kaori,JPN,27,77.23,40.08,37.15,0.0,,owg2026,,,,1.33,9.39,,,0,Skating Skills,2526,9.25,9.5,9.25,9.0,9.25,9.5,9.5,9.5,9.5,1,women,individual
3,Liu Alysa,USA,24,76.59,41.34,35.25,0.0,5.3,owg2026,3F,1.0,0.0,,6.89,1.59,,1,,2526,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1,women,individual
3,Liu Alysa,USA,24,76.59,41.34,35.25,0.0,3.3,owg2026,2A,2.0,0.0,,4.34,1.04,,1,,2526,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1,women,individual
3,Liu Alysa,USA,24,76.59,41.34,35.25,0.0,3.5,owg2026,CCoSp4,3.0,0.0,,4.7,1.2,,1,,2526,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,1,women,individual
3,Liu Alysa,USA,24,76.59,41.34,35.25,0.0,11.88,owg2026,3Lz+3Loq,4.0,1.0,,11.71,-0.17,q,1,,2526,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,1,women,individual
3,Liu Alysa,USA,24,76.59,41.34,35.25,0.0,3.2,owg2026,FCSp4,5.0,0.0,,4.34,1.14,,1,,2526,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,1,women,individual
3,Liu Alysa,USA,24,76.59,41.34,35.25,0.0,3.9,owg2026,StSq4,6.0,0.0,,5.35,1.45,,1,,2526,4.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1,women,individual
3,Liu Alysa,USA,24,76.59,41.34,35.25,0.0,2.7,owg2026,LSp4,7.0,0.0,,4.01,1.31,,1,,2526,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1,women,individual
3,Liu Alysa,USA,24,76.59,41.34,35.25,0.0,,owg2026,,,,1.33,8.75,,,0,Composition,2526,8.5,8.75,8.5,8.75,9.25,8.5,9.5,8.5,9.0,1,women,individual
3,Liu Alysa,USA,24,76.59,41.34,35.25,0.0,,owg2026,,,,1.33,9.11,,,0,Presentation,2526,8.75,9.0,9.0,9.0,9.5,9.25,9.5,8.5,9.25,1,women,individual
3,Liu Alysa,USA,24,76.59,41.34,35.25,0.0,,owg2026,,,,1.33,8.64,,,0,Skating Skills,2526,8.25,8.5,8.75,8.75,8.75,8.75,9.25,8.25,8.75,1,women,individual
4,Chiba Mone,JPN,29,74.0,38.72,35.28,0.0,9.5,owg2026,3F+3Tq,1.0,0.0,,9.2,-0.3,q,1,,2526,-1.0,0.0,-1.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,1,women,individual
4,Chiba Mone,JPN,29,74.0,38.72,35.28,0.0,3.3,owg2026,2A,2.0,0.0,,4.29,0.99,,1,,2526,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,1,women,individual
4,Chiba Mone,JPN,29,74.0,38.72,35.28,0.0,3.2,owg2026,FCSp4,3.0,0.0,,4.02,0.82,,1,,2526,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1,women,individual
4,Chiba Mone,JPN,29,74.0,38.72,35.28,0.0,6.49,owg2026,3Lz!,4.0,1.0,,7.0,0.51,!,1,,2526,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,women,individual
4,Chiba Mone,JPN,29,74.0,38.72,35.28,0.0,3.5,owg2026,CCoSp4,5.0,0.0,,4.7,1.2,,1,,2526,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1,women,individual
4,Chiba Mone,JPN,29,74.0,38.72,35.28,0.0,3.9,owg2026,StSq4,6.0,0.0,,5.46,1.56,,1,,2526,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1,women,individual
4,Chiba Mone,JPN,29,74.0,38.72,35.28,0.0,2.7,owg2026,LSp4,7.0,0.0,,4.05,1.35,,1,,2526,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,women,individual
4,Chiba Mone,JPN,29,74.0,38.72,35.28,0.0,,owg2026,,,,1.33,8.89,,,0,Composition,2526,8.5,9.25,9.0,8.75,8.75,8.75,9.25,8.75,9.0,1,women,individual
4,Chiba Mone,JPN,29,74.0,38.72,35.28,0.0,,owg2026,,,,1.33,8.89,,,0,Presentation,2526,8.75,9.25,8.75,8.5,9.25,9.25,9.25,8.5,8.5,1,women,individual
4,Chiba Mone,JPN,29,74.0,38.72,35.28,0.0,,owg2026,,,,1.33,8.75,,,0,Skating Skills,2526,8.5,9.0,8.5,8.5,9.0,8.75,8.75,9.0,8.75,1,women,individual
5,Petrosian Adeliia,AIN,2,72.89,40.44,32.45,0.0,3.3,owg2026,2A,1.0,0.0,,4.1,0.8,,1,,2526,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1,women,individual
5,Petrosian Adeliia,AIN,2,72.89,40.44,32.45,0.0,5.9,owg2026,3Lz,2.0,0.0,,7.0,1.1,,1,,2526,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,women,individual
5,Petrosian Adeliia,AIN,2,72.89,40.44,32.45,0.0,3.2,owg2026,FCSp4,3.0,0.0,,4.07,0.87,,1,,2526,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1,women,individual
5,Petrosian Adeliia,AIN,2,72.89,40.44,32.45,0.0,10.45,owg2026,3F+3T,4.0,1.0,,11.74,1.29,,1,,2526,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,1,women,individual
5,Petrosian Adeliia,AIN,2,72.89,40.44,32.45,0.0,2.7,owg2026,LSp4,5.0,0.0,,3.55,0.85,,1,,2526,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1,women,individual
5,Petrosian Adeliia,AIN,2,72.89,40.44,32.45,0.0,3.9,owg2026,StSq4,6.0,0.0,,5.18,1.28,,1,,2526,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1,women,individual
5,Petrosian Adeliia,AIN,2,72.89,40.44,32.45,0.0,3.5,owg2026,CCoSp4,7.0,0.0,,4.8,1.3,,1,,2526,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1,women,individual
5,Petrosian Adeliia,AIN,2,72.89,40.44,32.45,0.0,,owg2026,,,,1.33,8.04,,,0,Composition,2526,7.5,8.0,8.25,8.5,7.0,8.0,8.25,8.75,7.75,1,women,individual
5,Petrosian Adeliia,AIN,2,72.89,40.44,32.45,0.0,,owg2026,,,,1.33,8.29,,,0,Presentation,2526,7.75,8.25,8.5,8.5,7.25,8.25,8.25,8.5,8.5,1,women,individual
5,Petrosian Adeliia,AIN,2,72.89,40.44,32.45,0.0,,owg2026,,,,1.33,8.07,,,0,Skating Skills,2526,7.25,8.25,8.0,8.25,7.5,7.75,8.5,8.5,8.25,1,women,individual
6,Gubanova Anastasiia,GEO,26,71.77,38.28,33.49,0.0,9.5,owg2026,3F+3T,1.0,0.0,,11.01,1.51,,1,,2526,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1,women,individual
6,Gubanova Anastasiia,GEO,26,71.77,38.28,33.49,0.0,3.3,owg2026,2A,2.0,0.0,,4.01,0.71,,1,,2526,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1,women,individual
6,Gubanova Anastasiia,GEO,26,71.77,38.28,33.49,0.0,3.2,owg2026,FCSp4,3.0,0.0,,4.16,0.96,,1,,2526,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1,women,individual
6,Gubanova Anastasiia,GEO,26,71.77,38.28,33.49,0.0,6.49,owg2026,3Lz,4.0,1.0,,7.67,1.18,,1,,2526,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,women,individual
6,Gubanova Anastasiia,GEO,26,71.77,38.28,33.49,0.0,3.9,owg2026,StSq4,5.0,0.0,,4.96,1.06,,1,,2526,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1,women,individual
6,Gubanova Anastasiia,GEO,26,71.77,38.28,33.49,0.0,3.5,owg2026,CCoSp4,6.0,0.0,,3.8,0.3,,1,,2526,-1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1,women,individual
6,Gubanova Anastasiia,GEO,26,71.77,38.28,33.49,0.0,2.1,owg2026,SSp3,7.0,0.0,,2.67,0.57,,1,,2526,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1,women,individual
6,Gubanova Anastasiia,GEO,26,71.77,38.28,33.49,0.0,,owg2026,,,,1.33,8.32,,,0,Composition,2526,8.0,8.5,8.5,8.75,8.25,8.25,8.5,8.25,7.75,1,women,individual
6,Gubanova Anastasiia,GEO,26,71.77,38.28,33.49,0.0,,owg2026,,,,1.33,8.61,,,0,Presentation,2526,8.25,8.5,8.75,8.75,8.5,8.75,8.75,8.75,8.25,1,women,individual
6,Gubanova Anastasiia,GEO,26,71.77,38.28,33.49,0.0,,owg2026,,,,1.33,8.25,,,0,Skating Skills,2526,7.75,8.25,8.25,8.5,8.0,8.5,8.25,8.25,8.25,1,women,individual
